customer_id,final_score,churn_prob,purchase_prob,expected_revenue,selected,customer_segment,engagement_segment,age,gender,location,acquisition_channel
C00027,32720.758103301152,0.1087410411398207,0.9798689103673276,36712.96403589295,1,high,High Engagement,41,female,Bhubaneswar,ads
C00028,32674.446642263265,0.0025470753774909,0.9993363653731486,32757.88344059352,1,high,High Engagement,28,female,Jaipur,ads
C00029,32468.082985223467,0.1104135065400127,0.9871308654718182,36497.94957985594,1,medium,High Engagement,39,male,Pune,organic
C00030,31918.75300597956,0.0032396610796758,0.9791173814874932,32022.495036824475,1,low,Medium Engagement,44,female,Pune,ads
C00031,31848.130939735023,3.925661920406845e-06,0.999908582251145,31848.2559652207,1,low,Medium Engagement,36,male,Delhi,organic
C00032,31628.38702303261,0.0059783096200425,0.9982883777069732,31818.60851642271,1,medium,High Engagement,23,male,Hyderabad,ads
C00033,31218.86424506036,0.0188485624345773,0.9964221068039788,31818.599096715592,1,high,High Engagement,26,male,Kolkata,organic
C00034,30880.55442712584,3.67457908367117e-05,0.9997674200014364,30881.68919921784,1,high,High Engagement,27,male,Jaipur,organic
C00035,30789.8788660354,0.0001660341066932,0.9993587084758982,30794.99188500365,1,low,Medium Engagement,18,female,Jaipur,ads
C00036,30652.935265951164,0.0003212002762809,0.9991571296557998,30662.78416069513,1,medium,High Engagement,46,male,Jaipur,ads
C00037,30559.372586388632,0.0001470821375936,0.99986395323169,30563.86798542506,1,medium,High Engagement,36,female,Mumbai,ads
C00038,30552.347226246668,0.0057623432109136,0.9955567399013804,30729.4206949636,1,low,Low Engagement,23,female,Jaipur,ads
C00039,30327.064873397805,0.0003356029500991,0.999775693859651,30337.24614270118,1,low,High Engagement,49,female,Pune,ads
C00040,30198.44066604965,0.0012337460764599,0.9921699137649852,30235.743896450746,1,low,Medium Engagement,27,female,Ahmedabad,ads
C00041,29877.529310842645,5.972855019162404e-07,0.9999900513662356,29877.5471562684,1,high,High Engagement,37,other,Chennai,ads
C00042,29583.42027846019,0.0015339778914767,0.9969743711668556,29628.87031046588,1,low,Medium Engagement,26,male,Bhubaneswar,ads
C00043,29551.177239874723,0.0001331780470635,0.9963705124864262,29555.11333214904,1,low,Medium Engagement,18,female,Chennai,ads
C00044,28957.31299660157,0.1209499063993178,0.7998254731947585,32941.59594248986,1,medium,High Engagement,21,male,Pune,ads
C00045,28705.997233403705,0.0053608556099736,0.9965284040984392,28860.71536125595,1,medium,High Engagement,30,female,Pune,referral
C00046,28574.68693331536,0.0009734446353802,0.998639848744482,28602.5299126171,1,medium,High Engagement,43,male,Ahmedabad,organic
C00047,28466.648968141,9.567361034576673e-08,0.9999886543961168,28466.651691648345,1,low,High Engagement,38,female,Bangalore,referral
C00048,28447.422388369152,0.0051015872740349,0.9906793798628318,28593.29357097357,1,high,High Engagement,36,male,Delhi,organic
C00049,28267.116322460697,0.0272578989012275,0.9875808491796644,29059.20931203784,1,medium,High Engagement,18,male,Mumbai,organic
C00050,28169.031657981617,1.6778550546538457e-05,0.9996220174334072,28169.504301433408,1,high,High Engagement,47,female,Hyderabad,organic
C00051,28102.90686774486,0.1121752660747851,0.910389706848906,31653.66518174981,1,low,Medium Engagement,37,female,Jaipur,ads
C00052,28047.029816732665,5.9886885763476586e-15,0.9999999934657192,28047.02981673284,1,high,High Engagement,33,male,Jaipur,organic
C00053,27993.585501665497,0.0144402452300345,0.9907599827021946,28403.742508945423,1,medium,High Engagement,46,female,Ahmedabad,referral
C00054,27988.82380628288,0.0420862575272002,0.968373334973252,29218.522049836472,1,medium,High Engagement,47,male,Bangalore,referral
C00056,27916.547357881904,0.0003195305753581,0.9992223574728278,27925.470399505804,1,medium,High Engagement,32,female,Mumbai,ads
C00057,27904.49516914373,1.5078889428359977e-08,0.9999866193800524,27904.49558991254,1,high,High Engagement,24,male,Delhi,referral
C00058,27878.799661487155,0.0010358847827625,0.9947701248034052,27907.708832388395,1,low,High Engagement,44,male,Mumbai,referral
C00059,27872.98454212791,0.0201069687636956,0.993047108196876,28444.92577619552,1,medium,High Engagement,21,male,Bangalore,ads
C00060,27689.60298501769,0.0016501507282293,0.9975436283064708,27735.370526890347,1,low,High Engagement,54,male,Pune,ads
C00061,27572.96913699765,0.0003201400742789,0.996314292697328,27581.79917623468,1,high,High Engagement,35,female,Mumbai,ads
C00062,27505.036226814234,0.0003384805235956,0.9991469664349518,27514.34929817108,1,medium,High Engagement,24,female,Chennai,ads
C00063,27374.326006853826,0.0882846539585691,0.8660073640808645,30025.0797858237,1,medium,High Engagement,22,other,Mumbai,organic
C00064,27185.635096282265,3.4115129180991825e-18,0.9999999992644348,27185.635096282265,1,high,High Engagement,22,male,Pune,ads
C00065,27110.63064586825,0.0547716213289071,0.9850877258947732,28681.56654795256,1,medium,High Engagement,36,female,Jaipur,organic
C00066,27094.37190606105,0.0604475825058555,0.9797167321888754,28837.530936617382,1,medium,High Engagement,34,male,Bhubaneswar,organic
C00067,27029.06886028285,0.0001908186792335,0.9983017633590988,27034.227495867708,1,low,High Engagement,22,female,Bhubaneswar,ads
C00068,26984.475954236143,0.0029474155810693,0.9980356986360978,27064.24553321061,1,medium,High Engagement,31,male,Bhubaneswar,referral
C00069,26980.690473928546,0.133347603949347,0.8552538573200918,31132.07855523152,1,medium,High Engagement,21,other,Jaipur,referral
C00070,26955.77899133622,0.0690569490244857,0.977048984564715,28955.346906655424,1,medium,High Engagement,40,male,Ahmedabad,ads
C00071,26863.37590768908,5.501888070762638e-07,0.9999958998006976,26863.39068762596,1,low,Medium Engagement,34,female,Delhi,ads
C00072,26699.312922872294,0.0261545382910933,0.9740729574755976,27416.37556745427,1,medium,High Engagement,31,male,Delhi,organic
C00073,26508.041261124825,5.573536318310825e-13,0.9999997897923688,26508.0412611396,1,medium,High Engagement,22,female,Jaipur,ads
C00074,26452.352728925613,4.779875853553966e-05,0.9997746839284656,26453.617178985543,1,medium,High Engagement,31,female,Mumbai,organic
C00075,26414.0008710704,0.0211961290724262,0.9926469089409632,26985.99960177813,1,medium,High Engagement,30,female,Hyderabad,organic
C00076,26172.820421418484,0.0017517992322851,0.9989463157259016,26218.750408255142,1,medium,High Engagement,38,female,Delhi,ads
C00077,26045.21602335279,1.5841044605571718e-05,0.99986883877138,26045.62861331744,1,low,High Engagement,36,male,Chennai,organic
C00078,26029.195268302872,0.000114966863677,0.9987405865736384,26032.18810732422,1,medium,High Engagement,42,male,Chennai,organic
C00079,25896.445419061693,1.806864165768865e-05,0.9999717051503804,25896.91334110889,1,low,Medium Engagement,30,female,Kolkata,referral
C00080,25873.74930639172,0.0266108387575223,0.9957249345158268,26581.094526844023,1,high,High Engagement,18,male,Chennai,organic
C00081,25820.09110891137,0.0003565484384312,0.99759288183272,25829.30050567244,1,medium,High Engagement,44,female,Delhi,organic
C00082,25780.44251572509,1.5271139492855814e-07,0.9999801554379084,25780.446452693035,1,low,Medium Engagement,25,female,Hyderabad,organic
C00083,25686.91088771322,6.154447245021227e-07,0.9998021563734052,25686.926696596744,1,high,High Engagement,23,male,Pune,organic
C00085,25615.1887778025,0.0048097386607813,0.9988326624227256,25738.98657662945,1,medium,High Engagement,38,female,Mumbai,ads
C00086,25589.305419817207,0.000331337071239,0.9971969230070566,25597.78691556401,1,low,High Engagement,29,female,Pune,organic
C00087,25553.92770476751,1.4726663297358646e-05,0.9983463150824596,25554.30403439882,1,medium,High Engagement,29,female,Hyderabad,referral
C00088,25439.8189260004,0.1479991546413936,0.9787419978617756,29858.91277524825,1,medium,High Engagement,31,male,Ahmedabad,organic
C00089,25400.382490518085,0.0013677520123271,0.9981447545635788,25435.1714975177,1,high,High Engagement,49,female,Bhubaneswar,ads
C00090,25378.56263198958,2.6105572195822216e-06,0.9999810599791252,25378.62888435244,1,medium,High Engagement,34,male,Kolkata,ads
C00091,25359.982361394224,2.208287441942616e-09,0.99997523612259,25359.98241739636,1,high,High Engagement,25,female,Ahmedabad,ads
C00092,25349.00488971691,2.1034181987551502e-05,0.9999356872451276,25349.53809651453,1,high,High Engagement,25,male,Delhi,ads
C00093,25317.28369332987,1.071607487172022e-08,0.9999774079876518,25317.283964631784,1,high,High Engagement,32,male,Hyderabad,referral
C00094,25264.40997056244,0.0008279326382244,0.998793700213396,25285.3445325697,1,medium,High Engagement,37,female,Bhubaneswar,organic
C00095,25254.74133388217,1.0854055670768682e-06,0.9999853315220992,25254.768745548765,1,low,High Engagement,39,male,Kolkata,ads
C00096,25245.513772716327,0.0006230417713984,0.9995722356099894,25261.25258827667,1,high,High Engagement,36,other,Mumbai,referral
C00097,25228.336467727622,7.159043393708602e-05,0.999924484116453,25230.14270459214,1,high,High Engagement,26,male,Mumbai,organic
C00098,25196.792855287884,1.5362759092025138e-05,0.9990152764744548,25197.179953493305,1,medium,High Engagement,30,male,Jaipur,organic
C00099,25188.3972651577,0.0055832946594396,0.9879983597008636,25329.82112014235,1,high,High Engagement,42,male,Delhi,organic
C00100,25033.1578367888,0.0008581115814816,0.9994883622174646,25054.65752858413,1,high,High Engagement,23,male,Chennai,ads
C00101,24987.722459906847,1.50616316420401e-06,0.9999220288675098,24987.760095550657,1,high,High Engagement,30,female,Hyderabad,organic
C00102,24963.796689352403,6.168011975602248e-06,0.99995643533332,24963.95066729908,1,low,High Engagement,40,female,Kolkata,organic
C00103,24920.64971016508,0.0001770882368175,0.9998254992900342,24925.063645738664,1,low,High Engagement,43,male,Kolkata,ads
C00104,24908.160998696265,2.462113336847959e-13,0.9999997165187308,24908.1609987024,1,medium,High Engagement,33,male,Chennai,ads
C00105,24882.235061531857,0.2189765851667716,0.973984506669912,31858.50076830917,1,medium,High Engagement,30,male,Chennai,organic
C00106,24866.67559046276,0.0019956455482428,0.9969796485460702,24916.399892987432,1,medium,High Engagement,21,male,Ahmedabad,organic
C00107,24792.000747343467,1.0535606019107738e-10,0.9999996354761608,24792.000749955456,1,medium,High Engagement,40,female,Bhubaneswar,ads
C00108,24744.40107022993,0.0010480541658839,0.9984370124527884,24770.361751053577,1,medium,High Engagement,48,female,Ahmedabad,referral
C00109,24688.151779543587,0.4160447306756383,0.6993220187441324,42277.4706838554,1,medium,High Engagement,60,female,Bangalore,ads
C00110,24606.7262853306,1.2498133103355242e-06,0.9999552097736004,24606.75703918308,1,medium,High Engagement,38,other,Bangalore,ads
C00111,24580.60978339563,0.0001493545485088,0.9991859557355918,24584.28155766809,1,high,High Engagement,34,female,Delhi,organic
C00112,24509.99979623563,0.0222565037524462,0.987008819105336,25067.92414401289,1,medium,High Engagement,25,female,Jaipur,organic
C00113,24504.42516520304,0.0008931325000533,0.998854056500258,24526.33042801534,1,low,Medium Engagement,18,male,Hyderabad,ads
C00114,24380.0283467909,0.0001319022104182,0.996986707081455,24383.2445506443,1,medium,High Engagement,36,female,Kolkata,referral
C00115,24213.383944859324,0.001500958515758,0.9981591253433456,24249.78186144954,1,low,Medium Engagement,58,female,Bhubaneswar,ads
C00116,24194.146178451683,5.187336485394051e-05,0.9995796654838544,24195.401275329827,1,low,High Engagement,47,male,Mumbai,referral
C00117,24176.33669043393,2.277641566570689e-05,0.9999668751612422,24176.88735326979,1,high,High Engagement,46,female,Mumbai,referral
C00118,24154.07298906728,0.000847744554843,0.999052581419474,24174.56684647707,1,medium,High Engagement,37,other,Pune,organic
C00119,24078.796637652795,3.547447080885626e-05,0.9998625541990656,24079.65085052398,1,medium,High Engagement,38,female,Chennai,organic
C00120,24052.42131664928,0.024644645136345,0.993957085587331,24660.16226466668,1,low,High Engagement,18,male,Delhi,organic
C00121,24003.81495626539,5.989505490461136e-07,0.9999894680628284,24003.82933337215,1,low,Low Engagement,42,female,Pune,organic
C00122,23979.052657071166,0.0136945195266343,0.9947218084113096,24311.993729937203,1,medium,High Engagement,29,other,Pune,organic
C00123,23947.007019815574,2.009772586985517e-06,0.9999926076650026,23947.05514795055,1,medium,High Engagement,27,male,Jaipur,referral
C00125,23927.25331558283,1.01708880728127e-05,0.9999291168039156,23927.49667947342,1,high,High Engagement,31,female,Kolkata,organic
C00126,23911.25294123888,0.0998077663853885,0.9847945685210648,26562.38528655838,1,low,High Engagement,27,male,Bhubaneswar,organic
C00127,23803.453740375982,5.738708084975373e-08,0.99999124831414,23803.455106386788,1,low,Medium Engagement,35,female,Mumbai,referral
C00128,23775.90081557122,3.2514563118392733e-07,0.999748759041715,23775.908546204013,1,medium,High Engagement,29,male,Mumbai,ads
C00129,23668.23943160419,4.090370234367898e-05,0.9998617631032386,23669.20758982616,1,medium,High Engagement,36,female,Mumbai,referral
C00130,23653.052067053264,0.0010957695794521,0.9995234592281717,23678.99879360318,1,medium,High Engagement,20,female,Bangalore,referral
C00131,23563.77746340384,1.5809651912030548e-11,0.9999995914437404,23563.777463776376,1,medium,High Engagement,32,female,Hyderabad,ads
C00132,23471.261588566907,5.512311490265332e-07,0.999794627023481,23471.274526664536,1,medium,High Engagement,24,male,Delhi,organic
C00133,23397.3454686309,0.0006758384999914,0.9995176717167212,23413.168989640904,1,low,High Engagement,28,female,Mumbai,organic
C00134,23385.410378140736,2.068868431236313e-16,0.999999999509538,23385.41037814074,1,low,High Engagement,36,other,Jaipur,organic
C00135,23378.63541079031,0.0002387400595687,0.998709691435021,23384.2181604269,1,low,Medium Engagement,18,male,Mumbai,ads
C00136,23285.978350228008,3.502110958926874e-11,0.9999986170017412,23285.978351043508,1,high,High Engagement,26,female,Delhi,organic
C00137,23281.23922611136,0.0002038241213059,0.9997072688903774,23285.98547163885,1,low,Low Engagement,40,male,Bangalore,organic
C00138,23227.224236374528,9.38651716304841e-06,0.999908762569991,23227.44226115997,1,low,High Engagement,20,male,Jaipur,ads
C00139,23209.10688924405,6.6509453102890976e-15,0.9999999521413836,23209.1068892442,1,medium,High Engagement,52,female,Pune,ads
C00140,23181.4449370932,1.0900319423444658e-18,0.999999999556748,23181.4449370932,1,high,High Engagement,47,female,Delhi,ads
C00141,23176.10314220445,3.783991007567621e-16,0.9999999796232628,23176.10314220445,1,medium,High Engagement,30,female,Pune,organic
C00142,23006.412786758385,0.1456690013734641,0.9823503736452616,26929.15605748196,1,low,Medium Engagement,27,male,Chennai,referral
C00143,22996.65742155964,1.537292448313786e-06,0.9999615497391816,22996.69277420177,1,medium,High Engagement,37,male,Ahmedabad,ads
C00144,22992.413647956742,0.0002987823549455,0.9997001137673432,22999.285428619176,1,low,Medium Engagement,20,female,Mumbai,organic
C00145,22960.49787219705,1.7220531068311442e-19,0.9999999994591438,22960.49787219705,1,medium,High Engagement,18,male,Delhi,ads
C00146,22936.203045465765,5.413588429671449e-13,0.9999999683899904,22936.20304547818,1,low,High Engagement,30,male,Ahmedabad,referral
C00147,22924.509985226592,0.0023427631736101,0.9967136787056616,22978.342800530263,1,high,High Engagement,33,female,Bhubaneswar,organic
C00148,22911.422119983275,0.0181899211099511,0.9916350747605486,23335.9003055713,1,medium,High Engagement,35,female,Jaipur,organic
C00149,22878.30888405206,0.0646542931570741,0.9754896270583298,24459.735813909127,1,medium,High Engagement,28,male,Hyderabad,ads
C00150,22870.283245516068,0.0008266043700441,0.999417032781128,22889.203561206592,1,high,High Engagement,47,male,Chennai,organic
C00151,22852.29354172817,4.4542635876174816e-15,0.9999999775809912,22852.29354172827,1,low,Medium Engagement,20,female,Bhubaneswar,referral
C00152,22835.096287126165,0.0098780673097003,0.9930455033620108,23062.91329703203,1,medium,High Engagement,23,other,Bhubaneswar,organic
C00153,22791.97980350121,1.675026132220338e-07,0.9999950986465408,22791.983621218027,1,medium,High Engagement,39,male,Chennai,ads
C00154,22786.66511907717,1.383004332496051e-13,0.9999998955125984,22786.66511908032,1,medium,High Engagement,23,female,Pune,ads
C00155,22782.550908257057,3.879127284466637e-06,0.999943903137126,22782.63928501472,1,medium,High Engagement,22,male,Delhi,ads
C00156,22745.34690098697,3.055354083129204e-05,0.9998820014207552,22746.04187310609,1,high,High Engagement,36,female,Kolkata,organic
C00157,22703.306503239168,3.242089122478509e-13,0.9999998395030384,22703.306503246527,1,high,High Engagement,24,male,Mumbai,organic
C00159,22699.58110749048,0.0061839922475215,0.9985167543118196,22840.82861456996,1,medium,High Engagement,28,female,Bangalore,organic
C00160,22692.366001976698,3.046576103763379e-14,0.9999999584676622,22692.36600197739,1,low,Medium Engagement,26,female,Delhi,organic
C00161,22684.232896293488,2.1670750363926894e-22,0.9999999996943992,22684.232896293488,1,low,High Engagement,18,female,Mumbai,referral
C00162,22649.329900609624,5.3105305487873533e-08,0.9996411319415828,22649.33110340928,1,medium,High Engagement,36,male,Delhi,organic
C00163,22639.84538429416,0.2459215579722476,0.7687416304415329,30023.19668947776,1,medium,High Engagement,22,female,Bhubaneswar,ads
C00164,22604.85229322168,0.2819337027664726,0.7325891071859166,31480.174435578887,1,medium,High Engagement,33,male,Kolkata,ads
C00165,22603.7370439042,0.0015139786773427,0.9979942700269108,22638.010509112457,1,low,Medium Engagement,29,male,Bangalore,ads
C00166,22601.577777357903,0.0102240560535653,0.991228741108614,22835.044552851923,1,low,High Engagement,32,male,Delhi,referral
C00167,22552.85097754446,0.0019975992942264,0.998189702212528,22597.992711836563,1,medium,High Engagement,33,female,Mumbai,organic
C00168,22528.713081398728,0.000156416523523,0.9976280017421112,22532.237495655,1,low,Medium Engagement,36,male,Bangalore,referral
C00169,22506.21647588705,4.583406792811309e-05,0.9998482670420444,22507.24807462417,1,high,High Engagement,27,female,Bangalore,ads
C00170,22477.84352078224,8.872081068652597e-06,0.999899413333184,22478.042947801536,1,low,Low Engagement,47,female,Hyderabad,referral
C00171,22449.15574491525,0.2527460056434983,0.856718915931048,30042.20240300937,1,low,Medium Engagement,18,female,Jaipur,ads
C00172,22436.59139328072,0.0012395272617938,0.9957876792436108,22464.436674960165,1,high,High Engagement,32,female,Bhubaneswar,ads
C00173,22384.006847719,3.462787246371839e-07,0.9999796423464732,22384.01459882702,1,medium,High Engagement,43,male,Hyderabad,organic
C00174,22381.199609142303,0.0006099206253222,0.999244089959833,22394.858695361785,1,high,High Engagement,39,male,Mumbai,organic
C00175,22378.746012192587,0.0001097191302167,0.9998355582850376,22381.201658171725,1,medium,High Engagement,25,female,Mumbai,ads
C00176,22376.30761531864,1.123807480242588e-06,0.9999703756184356,22376.332762008773,1,low,Medium Engagement,26,male,Pune,referral
C00177,22340.78621944624,2.75161467643724e-06,0.999953741265558,22340.84769285063,1,medium,High Engagement,24,male,Delhi,ads
C00178,22339.27008465843,5.772424166974381e-07,0.9999882882328628,22339.282979840125,1,high,High Engagement,40,male,Delhi,organic
C00179,22328.293240279265,1.6558938453542877e-07,0.999932892759004,22328.29693760821,1,medium,High Engagement,27,male,Pune,referral
C00180,22315.578474041355,1.5969238696217313e-12,0.9999999393468948,22315.578474076992,1,low,High Engagement,37,female,Ahmedabad,ads
C00181,22293.356717492992,1.119100041142901e-19,0.9999999994044756,22293.356717492992,1,medium,High Engagement,37,male,Chennai,organic
C00182,22278.85155842365,1.0095835210366035e-15,0.9999999960884004,22278.85155842368,1,medium,High Engagement,58,female,Delhi,organic
C00183,22272.25774280015,5.622684415340243e-07,0.9999916193672423,22272.270265794843,1,high,High Engagement,38,male,Chennai,organic
C00184,22271.375199142185,5.10142984761451e-08,0.9999879793897308,22271.376335300825,1,low,Low Engagement,26,female,Delhi,referral
C00185,22251.35430473549,1.5037182289822798e-13,0.999999986039242,22251.35430473884,1,low,Medium Engagement,20,female,Jaipur,referral
C00186,22065.561595444586,6.10240257755997e-10,0.9999907408853054,22065.56160890988,1,medium,High Engagement,32,female,Ahmedabad,organic
C00187,22039.94303449289,7.396352809091808e-16,0.9999999938185504,22039.94303449291,1,high,High Engagement,33,male,Kolkata,organic
C00188,22038.61952342672,1.8039238482703123e-05,0.99984821787019,22039.017090511938,1,high,High Engagement,18,male,Ahmedabad,ads
C00189,22016.466358167763,0.0005728065729911,0.999463396193262,22029.084762716822,1,high,High Engagement,27,female,Mumbai,referral
C00190,22004.15094314029,1.8349330319719948e-05,0.999834323559404,22004.55471198324,1,medium,High Engagement,37,male,Pune,ads
C00191,21959.23397937315,4.016293638852014e-07,0.9999932809620212,21959.242798849868,1,low,Low Engagement,29,male,Mumbai,ads
C00192,21909.00407021241,4.9967094436651994e-09,0.9999763985299416,21909.00417968534,1,medium,High Engagement,44,female,Kolkata,organic
C00193,21904.737951763163,7.1602889463091545e-06,0.9998904473198238,21904.894797139248,1,low,High Engagement,19,other,Hyderabad,ads
C00194,21901.54327842027,4.252494381213095e-06,0.9999806600386476,21901.636415006065,1,medium,High Engagement,41,female,Mumbai,organic
C00196,21877.282417557177,1.5465669250106461e-13,0.999999942455835,21877.28241756056,1,low,Medium Engagement,44,female,Mumbai,organic
C00197,21857.70992228686,7.847008842000363e-06,0.9999399081839836,21857.8814412758,1,high,High Engagement,19,female,Bangalore,referral
C00198,21849.96568963552,1.088564335922678e-08,0.9999543773604652,21849.965927486457,1,medium,High Engagement,38,male,Chennai,organic
C00199,21836.42938214415,0.0218319792032002,0.9935935775821588,22323.80216678577,1,medium,High Engagement,28,female,Ahmedabad,referral
C00200,21825.76021199554,0.0069597238637724,0.9893701178440312,21978.72607636453,1,high,High Engagement,20,female,Hyderabad,organic
C00201,21742.52263046441,0.0007321798190386,0.9984670910362546,21758.453731179863,1,medium,High Engagement,30,male,Ahmedabad,ads
C00202,21695.16089631188,0.001234897774422,0.998920724382295,21721.985327649025,1,medium,High Engagement,25,female,Jaipur,ads
C00203,21674.17465609723,1.8275455667138884e-18,0.9999999977030208,21674.17465609723,1,low,Low Engagement,44,male,Chennai,organic
C00204,21622.25695391505,1.4418888130020565e-06,0.9999438898586792,21622.28813085042,1,medium,High Engagement,40,female,Hyderabad,referral
C00205,21590.834149592964,1.0333809562762352e-07,0.9999875275064256,21590.83638074888,1,low,Medium Engagement,23,female,Jaipur,ads
C00206,21574.469699133457,0.0002015684830977,0.9996209075964176,21578.819309008613,1,medium,High Engagement,27,male,Bhubaneswar,ads
C00207,21561.369923877348,7.447624273128287e-06,0.9998066608575336,21561.53050605531,1,low,Medium Engagement,31,male,Bangalore,referral
C00208,21534.621323215008,2.377195841676053e-05,0.9994548864998488,21535.13325550725,1,medium,High Engagement,34,other,Mumbai,referral
C00209,21510.62404579805,7.410703972040279e-07,0.9999902024310092,21510.63998669656,1,low,Medium Engagement,45,female,Bangalore,ads
C00210,21496.41387502161,0.0013841399218057,0.9994944906701088,21526.20916048578,1,medium,High Engagement,41,male,Ahmedabad,referral
C00211,21491.50908404956,4.899065470389726e-08,0.999907398602345,21491.51013693272,1,medium,High Engagement,35,female,Hyderabad,organic
C00212,21486.555756810787,0.0037654922519737,0.9955008464033024,21567.76902396288,1,medium,High Engagement,32,male,Jaipur,organic
C00213,21475.794428774767,0.0018511121044376,0.9982750774593632,21515.622257570263,1,medium,High Engagement,18,male,Kolkata,ads
C00214,21409.425764315474,3.089110216364871e-06,0.999962921156509,21409.49190059564,1,high,High Engagement,47,female,Jaipur,organic
C00215,21402.89314152832,0.0004884196136147,0.9988611923681284,21413.35184256146,1,high,High Engagement,30,female,Bangalore,ads
C00216,21399.279668351344,9.124011183065754e-05,0.99890191284216,21401.23231918146,1,high,High Engagement,50,male,Mumbai,organic
C00217,21360.24414717853,0.0006146328490224,0.998519854884993,21373.380929192288,1,low,Medium Engagement,36,female,Kolkata,ads
C00218,21354.930267450203,3.178782752062154e-05,0.9998754634970362,21355.60911586937,1,medium,High Engagement,55,male,Ahmedabad,referral
C00219,21313.760941297016,6.286603139826275e-06,0.9998612428048396,21313.894933295825,1,medium,High Engagement,41,female,Kolkata,ads
C00220,21294.49377327349,7.502739300646087e-08,0.9999892904160872,21294.49537094397,1,low,Medium Engagement,20,male,Chennai,referral
C00221,21288.18436828752,7.1883144125726e-08,0.9999847633956238,21288.18589854925,1,medium,High Engagement,28,male,Bhubaneswar,ads
C00222,21265.871477771023,3.932428673475194e-05,0.9998728742090502,21266.707775885505,1,medium,High Engagement,33,male,Mumbai,organic
C00223,21253.429241051406,0.0008279425540438,0.9988525058845844,21271.04044060097,1,high,High Engagement,26,male,Bangalore,organic
C00224,21245.808461254568,2.673331585250817e-07,0.9999945792260728,21245.81414096517,1,low,Low Engagement,31,male,Hyderabad,organic
C00225,21244.22331221936,3.30142190836284e-05,0.9998152484655048,21244.92469681772,1,low,Medium Engagement,21,male,Pune,referral
C00226,21223.47532313676,0.036424293122269,0.9893729726552712,22025.747610332623,1,low,Medium Engagement,35,female,Kolkata,organic
